origin_tweet_full_text,retweet_count
"* LAKSANAKAN OPS YUSTISI DAN PENEGAKAN HUKUM PERBUP DS TERKAIT COVID 19*  (Sabtu ,30/01/2021) pagi,sekira pukul 10.00 s/d selesai wib, personil Polsek Biru-Biru  Polresta Deli Serdang melaksanakan Ops Yustisi dan Penegakan Hukum Perbup DS terkait Covid 19 https://t.co/3ZIepQpWY2",0
Selain berita psl kes covid..berita spt ini juga sgt penting bg rakyat Malaysia 🤦‍♂️ https://t.co/uwqIPObVt2,0
Ops Yustisi gabungan gugus Covid Kec Lemahabang di Jln Syekh Quro Desa Lemahabang dan sosialisasi PPKM diwilayah Kec Lemahabang https://t.co/jkkgTdBi00,0
oalah dsr presiden TOLOL 4.0 bwt malu aj kau. kau suruh pulak brsyukur.. https://t.co/9tcyC3cVRi,0
mamposs wkwkwkk https://t.co/SaMVKXqqk5,0
"@jokowi @Kiyai_MarufAmin @KemenkesRI @BNPB_Indonesia @satgascovid19id @SatgasCovid19 @DPR_RI @mprgoid @DPDRI @psi_id 
Bukti dari Slogan #IndonesiaHebat..?? https://t.co/MDnVi8tRXK",0
@fahrifary @jaaaaakk Nitip lanjutannya,0
ini pasti pak RTnya sebelumnya tahan tahan trs skrg nemu momentum dah wkwk https://t.co/UlOT24McXb,0
"@fahrifary @jaaaaakk Daerah gua malah pak Rw nya yg gk percaya. Susah bgt tuh RW dibilangin nya, hadeh-_-",0
Personil polsek pandan melaksanakan penjagaan Pengamanan Vaksin Covid-19 di Gudang Farmasi Pemkab Tapteng https://t.co/fFlNLQnvOK,0
"Bersyukur dengan posisi dibawah Bangladesh😢

The Destroyer- https://t.co/9tg3InQVzN",0
Pengaruh karena penduduknya banyak ditambah situasi yang di ciptakan supaya masyarakat jadi stress. Contoh buzzer2 ngomongnya ngawur apa masyarakat gak stress. https://t.co/1WlMIelkaV,0
"Masyih bersyukur covid bisa dikendalikan klo enggak Uda Ambyar semua ini "" begtulah ucapan pejabat dinegeri ini"" tanpa rasa malu, mereka yg awalnya menyepelekan covid sekarang sok sibuk pengen dianggap berhasil mengendalikan covid. https://t.co/hQIV5tEUGO",0
Kesalipnya sama bangla pulak. 🤦‍♀️🤦‍♀️ https://t.co/yBYcMgbEpi,0
"Keren, ternyata mimpi Indonesia diwujudkan opeh vietnam :) https://t.co/VAdyLlWNAQ",0
Keberhasilan ...... https://t.co/K2Ekhucql5,0
Tetap bangga dan tidak merasa buruk..somplak 😷 https://t.co/9zc6QsroPj,0
"Tak bisa terus-menerus berbohong lagi, bahkan bangladesh saja masih bisa lebih baik dalam penanganan covid daripada negri kita https://t.co/WV3m1wrnaG",0
"Seharusnya hari ini adalah hari bahagia bisa ikut fanmeet dan liat BKPP but, covid sucks😭💔 #แปลรักFanMeetingทิพย์ https://t.co/muPFU2jeic",0
"Negara kita dibawah Bangladesh ⁉️ ........ Yth. pak @jokowi , sebagai anak bangsa saya malu lho pak, kalau bapak bagaimana ❓ https://t.co/emmVIKvghU",0
Personil Polsek Rengasdengklok bersama Forkopimcam Kec Rengasdengklok kab karawang Melaksanakan Operasi Yustisi penegakan disiplin untuk mematuhi protokol kesehatan dalam rangka penerapan Pemberlakukan Pembatasan Kegiatan Masyarakat (PPKM) untuk mencegah penyebaran Covid-19 . . https://t.co/X28FkYBYij,0
"Negeri ini terbaik kebohongannya berkat memelihara Abu Tolol cs

#TangkapPermadiArya https://t.co/wt4wcpUgw6",0
ngoahahah 😂🤣😅 @jokowi makin ngakak . https://t.co/JTojgeXHap,0
Prestasi msuk 100 besar kan... https://t.co/VqMwyj1Ymr,0
Setuju dgn kenyataan ini! Kita perlu hidup bersama Covid 19 sehingga ada penyelesaian muktamad. https://t.co/aN0QutdxkR,0
"Menkes Budi Gunadi Sadikin, ""vaksinasi COVID-19 harus dilakukan cepat dengan target waktu penyelesaian vaksinasi sekitar 12 bulan krn sampai saat ini masih belum diketahui berapa lama efektivitas kekebalan dari vaksin tsb"". @antaranews   https://t.co/kHw92iYetp",0
Bhutan Jadi Negara Buddhis Pertama Terima Vaksin COVID dari India  https://t.co/W7cSCWDbCU  #Bhagavant #AgamaBuddha #COVID19 #vaksin #Bhutan,0
"sekolah gue marah kalo ada anak murid di sekolah,biasanya si engga..mungkin karena covid tmbh ngelunjak kali ya",0
"Guna mengantisipasi mewabahnya Virus Corona (Covid 19), Personil Bhabinkamtibmas Polsek Biru-Biru  melaksanakan kegiatan sambang sekaligus mengikuti Musrembang tingkat Desa serta  memberikan himbauan kepada warga binaannya tentang dampak dari wabah virus corona di Desanya https://t.co/8sDlYf2GQV",0
@YudhiHariWb @azlyamalika Kalo mau jadi kurir atau shopper coba bang di happyfresh,0
Anies Terima Bantuan Tiga Unit Mobile Lab PCR Covid-19 https://t.co/UtiQnVkBLv lewat @suaraislamID,0
"Kabar Baik, Vaksin Novavax 89% Efektif Atasi Covid-19 Jenis Baru di Inggris https://t.co/nknpsGOfb8 https://t.co/2GFGkZ7Y8v",0
Seriusan ini mau buat acara offline disaat penyebaran COVID-19 di Makassar lagi tinggi-tingginya? 🙄 https://t.co/8WH3GaX6DT,0
Kapolri mengatakan bahwa program Polri ke depan harus selalu bekerja sama dengan tokoh agama dari ormas besar. Salah satunya dengan pembentukan kampung tangguh karena angka kasus Covid-19 yang terUs meningkat. #SilaturahmiKapolri @reskrimsusjtg https://t.co/LSOX3NgyUV,0
"tak cukup dengan covid, ransomware pun taknak kalah 🤣",0
"family aku punyalah jaga sop sekali kena sound ""oloh takut sangat ko covid tu. covid jah pun"" sbb tak sambut tangan dia nak salam. wow?!!!",0
"Pemkot Tual Launching Vaksinasi Covid-19, Kapolres Tual dan 10 Tokoh Publik Lainnya Disuntik Pertama https://t.co/KlkJF8Vxt9",0
".@PPIPersero mengembangkan produk Black Garlic yang bernama “NAT-G”.   Di tengah pandemi Covid-19 saat ini, masyarakat banyak memburu multivitamin untuk tingkatkan daya tahan tubuh dan NAT-G hadir untuk masyarakat yang memilih multivitamin yang terbuat dari bahan alami. https://t.co/gs6a5UK9Bq",0
"Pemakaman dengan Protap Covid-19 Naik 2,500 dalam Sebulan, Lahan Makam Dipersempit  https://t.co/EoHvOlkenO VIA @kompascom #RESTANDRELAX",0
Alamak pakcik aku yang duduk kat Gombak +ve Covid.,0
"Kasat Lantas Polres Binjai AKP DJOKO LELONO didampingi KBO Sat Lantas IPTU KESUMA HADI, S. Sos melakukan pembagian masker kpd masyarakat diseputaran Pajak Pagi Kebun Lada Kota Binjai, cegah penyebaran Covid 19 dan menghimbau kpd masyarakat utk ttp menjaga protokol kesehatan. https://t.co/xW6RRCacPn",0
INGAT...!   Betapa Berharganya Kesehatan Dirimu Dalam Kehidupan Yang Kamu Jalani  JADI...?   Jangan pernah lalai untuk selalu memakai masker demi melindungi dirimu dan orang lain dari resiko penularan Covid-19  #humaspolseksungaiselan #polseksungaiselan #polresbangkatengah https://t.co/Pc6ZoVD8P0,0
*Polsek Firdaus* melaksanakan kegiatan Ops.Yustisi dan Pembagian Masker dalam rangka peningkatan disiplin dan penegakan hukum Protokol Kesehatan pencegahan penyebaran Virus Corona (Covid 19 ). https://t.co/kTbsD1aK1B,0
"Giat Konsolidasi Gugus Covid 19 Kec Lemahabang, guna antisifasi 0enyebaran Covid di wilayah Kec Lemahabang dan sosialisai PPKM https://t.co/jPzshuqANx",0
1404h:Aliran trafik bergerak lancar dan terkawal ke semua arah sepanjang lebuhraya. Cuaca baik. Patuhi arahan Perintah Kawalan Pergerakan (PKP). Bersama memutuskan rantaian penyebaran virus Covid-19. #kltu #StaySafe  #KitaJagaKita https://t.co/oOOl3YPcuU,0
Dokter Spesialis Patologi RSA UGM: Perjalanan Covid-19 di Tubuh Bisa Dilihat dari Rapid Tes dan PCR https://t.co/yExxj1tpt8 https://t.co/HUwWQXycMm,0
"Dokter Spesialis THT-KL RSA UGM Jelaskan Soal Covid Tongue, Perubahan Lidah Pada Pasien Covid-19 https://t.co/bBlhksNa32 https://t.co/4HBi0TOJ3b",0
"Hadapi Lonjakan COVID-19, 3T dan Layanan Kesehatan Primer Perlu Diperkuat https://t.co/TkEVS5mtRF",0
Menteri Dalam Negeri (Mendagri) Muhammad Tito Karnavian mengusulkan Dana Insentif Daerah (DID) diberikan untuk Pemerintah Daerah (Pemda) yang berprestasi dalam program vaksinasi Covid-19. @kemendagri  https://t.co/YmMhfQ3tiR,0
Tumpuan utama diberikan termasuk menjalankan saringan berkala di semua kilang dan tempat kerja (termasuk tapak-tapak binaan)... https://t.co/aJcFaacm0q,0
Tumpuan utama diberikan termasuk menjalankan saringan berkala di semua kilang dan tempat kerja (termasuk tapak-tapak binaan)... https://t.co/iEuzSawLvy,0
"Jd teringat cerita obat klorokuin, avigan, kalung mny kayu putih, jamu Covid, dll dsb dst.  https://t.co/2qztJbx5NV",0
"Guna mengantisipasi mewabahnya Virus Corona (Covid 19), Personil Bhabinkamtibmas Polsek Biru-Biru  melaksanakan kegiatan sambang sekaligus mengikuti Musrembang tingkat Desa serta  memberikan himbauan kepada warga binaannya tentang dampak dari wabah virus corona di Desanya https://t.co/7S1ZuwDQOA",0
"Brimob Batalyon C Pelopor Blusukan ,Bagikan Sembako Kepada Warga Kurang Mampu Yang Terdampak Covid-19   Balikpapan - Satbrimob Polda Kaltim Batalyon C Pelopor Salurkan Sembako Hasil dari infaq 2000 kepada warga kurang mampu yang terdampak Covid-19. https://t.co/H6AMnHUthc",0
Presiden @jokowi bersama beberapa tokoh lainnya menerima suntikan dosis kedua vaksin COVID-19 CoronaVac di Istana Negara. Selengkapnya di #PRESIDENTSCORNERMETROTV hari Minggu (31/1) pukul 20.30 WIB. https://t.co/mEyj8X1Vj8,0
Kesuksesan yg patut dirayakan... https://t.co/brcmgFE7q8,0
"Penjual nasi lemak, takoyaki, apam balik etc tuntut berniaga atas alasan ekonomi..macam mana kalau diorang kena covid? Lagi teruk kesannya..So pilih la nak pentingkan yang mana dulu..",0
Pelatih Juventus Andrea Pirlo tak akan berikan sanksi atas perilaku Christiano Ronalo yang disebut telah langgar aturan Covid-19. #TempoBola https://t.co/YgMPK34dhd,0
Personil Polsek Rengasdengklok bersama Forkopimcam Kec Rengasdengklok kab karawang Melaksanakan Operasi Yustisi penegakan disiplin untuk mematuhi protokol kesehatan dalam rangka penerapan Pemberlakukan Pembatasan Kegiatan Masyarakat (PPKM) untuk mencegah penyebaran Covid-19 . . https://t.co/Jh8smPQAGy,0
"Hari ini gw ngerti kenapa kalo orang yang secara finansial udah susah, ketemu covid jadi makin selon. ke RS harganya segitu, gimana gak makin selon. mati gak mati sama aja...",0
PELAKSANAAN PAM  VAKSINASI DI KECAMATAN BIRU-BIRU POLSEKBIRU-BIRU POLRESTA DELISERDANG  Personel Polsek Biru-Biru Polresta Deli Serdang yang  melaksanakan piket pada hari ini melaksanakan Pengamanan terhadap Vaksin Sinovac Covid 19 yang disimpan di Puskesmas Biru-Biru. https://t.co/OIq809ACVq,0
Satgas COVID catat ada 7.261 warga di Palangka Raya terjaring operasi yustisi https://t.co/3lUtMBQtiZ,0
Ops Yustisi gabungan gugus Covid Kec Lemahabang di tempat keramaian diwilayah Kec Lemahabang guna mengantisifasi Penyebaran Covid19 dan sosialisasi PPKM sampai dhn tgl 8 Februari 2021 https://t.co/MOZQdKPS34,0
"Baru lagi buka worldometers ngecek kasus covid d jermen. Turun terus alhamdulillah semenjak hard lockdown pertengahan desember lalu. Lockdown really works, tp emang beneran kudu serius heu. Skrg lockdown masih berlaku sampe pertengahan feb. https://t.co/SnBInT5H0x",0
Varian Covid-19 Inggris Terdeteksi di 29 Negara Bagian AS https://t.co/XPcuqjUuhF,0
Ilustrasi aliran dana proyek🙏🏻🤫 https://t.co/3fF6KYSEb8,0
"Org yg blg covid hoax itu mikir ga ya, kalau ga cuma ekonomi indonesia aja yg kacau tp juga ekonomi negara2 maju... klo emg hoax mereka ga akan mau deh sampai negaranya bangkrut, trll banyak yg dikorbankan hanya untuk “jual obat/vaksin”. 😕",0
"Yakinkan Masyarakat, Pangdam XVII/Cenderawasih Terima Vaksin Covid-19 Tahap Ke-2 https://t.co/qUedVfShhl",0
Angka kematian Covid-19 di Tangerang naik karena warga ke RS dalam kondisi berat. https://t.co/gSvBZb1Xh5,0
Umno pun dah jadi otak sembab ke fikir lockdown je nak menyelesai masalah Covid,0
"Juru Bicara Gugus Kuratif Satgas Penanganan Covid-19 Jatim mengeklaim Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) membuahkan hasil ""Gubernur Jawa Timur""",0
"Oh yes, gue terpapar covid. Segini gue ga pernah keluar2 rumah, sekalinya kena karena anter bunda check up, itu juga sepertinya bukan di RS tapi bunda smpet ketemu sama pasien yg ternyata covid. Tapi alhamdulillah kami ga bergejala, ada bersin 2 hari, setelah itu biasa aja. OTG",0
waspada penyebaran covid-19 . . #PoldaJatim #PolresMadiun #MadiunKabupaten #AKBPBagoesWibisono #lawancovid19  @polisi_indonesia @alumni_akpol_ @rb460es @e_frestya @divisihumaspolri @humaspoldajatim @polisi_madiun https://t.co/k7iaLUx2wW,0
Operasi Yustisi  dalam rangka Penegakan Protokol Kesehatan dan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM)  guna memutus penyebaran covid - 19 oleh Gabungan Personil Polsek Grogol dan TNI Koramil Grogol dipimpin Kanit Sabhara Aiptu Marjono di wilayah Kec. Grogol. https://t.co/ukPImn23u2,0
"Hanya diGoJan penumpang @a_wonderkidd yg kami beri rating bukan driver, untuk pemesanan harus dilengkapi surat resmi bebas covid. https://t.co/aYYmiEQDrw",0
"Gaisss... apa sis yg saya nk tegaskan disini, jangan sesekali korang pandang ringan dengan virus covid ni, ketahanan tubuh kita masing2 adalah penawar  yang paling ampuh buat masa sekarang.. sembuh atau tak bergantung pada imunisasi badan kite...https://t.co/VMt5G46K6M https://t.co/iYTWubTB8g",0
"Manajemen Freeport saat ini sedang berupaya meminta izin dari pemerintah, dalam hal ini Kementerian Kesehatan untuk bisa mengadakan vaksinasi mandiri. https://t.co/9MhedwI3PS",0
Anies Terima Bantuan Tiga Unit Mobile Lab PCR Covid-19 https://t.co/76ED707goq lewat @suaraislamID,0
Allianz dan GoFood Adakan Pelatihan Digital Marketing untuk Usaha Mikro - https://t.co/Aymoh5VvZw - Pelaku usaha mikro merupakan salah satu pilar penting dalam sektor perekonomian nasional yang terdampak cukup signifikan dari situasi pandemi Covid-19 yang melanda Indonesia ham... https://t.co/Qu0j9LOz3T,0
Personil Polsek Rengasdengklok bersama Forkopimcam Kec Rengasdengklok kab karawang Melaksanakan Operasi Yustisi penegakan disiplin untuk mematuhi protokol kesehatan dalam rangka penerapan Pemberlakukan Pembatasan Kegiatan Masyarakat (PPKM) untuk mencegah penyebaran Covid-19 . . https://t.co/iLVMvWWy4s,0
Kapolri melaksanakan silaturahmi untuk moderasi beragama dan pandemi covid 19 #SilaturahmiKapolri https://t.co/2Dp1ttc1s1,0
"Bersyukur; Vaksinasi Berjalan Lancar  Vaksinasi perdana Covid-19 di Kabupaten Pacitan yang berpusat di Puskesmas Mentoro Pacitan akhirnya dilaksanakan, sejumlah petugas medis, pejabat dan perwakilan tokoh agama, Baca selengkapnya di https://t.co/tfsbKNNUCf https://t.co/1z0s3yZfqA",0
Giat Anev Polsek Lemahabang dipimpin Kapolsek Lemahabang melaksanakan evaluasi Kamtibmas dan CB terhadap.anggota di.masa Pandemi Covid 19. https://t.co/yArSi6klVm,0
"Pandemi Covid-19, Lima Pevoli Pasir NTB Dipulangkan dari Pelatnas https://t.co/eEbhHOhI9f",0
Anies Terima Bantuan Tiga Unit Mobile Lab PCR Covid-19 https://t.co/oEZewC5BRa lewat @suaraislamID,0
"@Dzulkefly berkata, langkah ini membolehkan proses ujian, pengesanan kontak, isolasi, kuarantin, rawatan serta pemantauan dapat dilakukan dengan segera. #sinarharian #Covid19  https://t.co/io4xqCSg8i",0
Indonesia masuk 40 negara pertama lakukan vaksinasi COVID-19 https://t.co/cu3Cns2rWF,0
Babinsa Desa Kertonatan Serma Abidin bertempat di TPU Lor Masjid Alpalah Desa Kertonatan  Kec Kartasura  Kab Sukoharjo melaksanakan monitoring pemakaman Warga Secara Prosedural Protokol Covid 19. https://t.co/mcadJcGrDT,0
"Astaghfirullah, di bawah Bangladesh 😭

@jokowi  bukalah mata kau, baca ini. https://t.co/GuYxzAmf5P",0
https://t.co/viKA7zIFn4,0
Ternyata ini akibatnya bangsa tdk d hargai di dunia krn pngangan covidnya lbh rendah dr bangladesh 🤦‍♀️ https://t.co/reKvwhJVHL,0
@fahiraidris Barakallah uni..,0
@jaaaaakk ada juga nih temen w yang katanya ga percaya tapi takut diciduk polisi pas lagi kumpul kumpul lol,0
@jaaaaakk plottwist ternyata dia yg kena covid,0
Aduh.. ndukung Arsenal itu menurunkan imun tubuh.. https://t.co/EKdt5p25Tp,0
"@jaaaaakk Mengapa tidak dijawab ""kok elu percaya temen lu positif?"".",0
"@jaaaaakk Keluarga gue yg gembar gembor buat protokol kesehatan aja masih bisa ada yg kena. Dan udah ada yg meninggal di keluarga, apa kabar klean yg ""ga percaya nanti pas udah ada yg seperti itu?""",0
aku ni kes covid dh tggi nak kluar p mall pun takut takut buka tiktok depa p langkawi tula ni la ish semak otak la org jenis ni🙄,0
Tetap waspada dan terapkan protokol kesehatan pencegahan COVID-19 karena terdapat kecenderungan peningkatan kembali jumlah kasus di Mesir.  Konsultasi kesehatan online: https://t.co/k9rf5B0VFG.   Hotline: +201060426778  #staysafe #bersamalawancovid19 #NegaraMelindungi  #KBRICairo https://t.co/Ch3G5mRLTG,0
"Tau lah ""temen gw"" itu biasanya dia sendiri tapi gengsi ngaku wkwkwkwk https://t.co/KnndQ4P26r",0
Wkwkwkwkwkwk https://t.co/CCq6kOg2h0,0
Sikampret paling dia itu mah yang positif https://t.co/gGh0n4KkL8,0
Mungkin @corbuzier tau https://t.co/m411vapatZ,0
"Tipikal manusia, baru sadar kalo udah kena ke diri sendiri https://t.co/jTUgr9M7qH",0
"moga jd ladang amal
mb Fahira n di ikuti ol
senator lain nya..
ini wkt yg tepat bwt cari
amal jariah.. https://t.co/9XxFjkjByg",0
"@fahiraidris Semoga kebaikan nya di balas sama Alloh Arazzaq ,Uni.",0
@Partono_ADjem Padahal data kasus positif sampai menteri pun transparan. Kecuali Petamburan 1 yang tidak mau terbuka.,0
"@fahiraidris Saya sopir taksi , dampak nya saya kena banget sampai buat kasih makan keluarga aja kagak ada , Buay bayar listrik aja sampai kagak bisa bayar, bantuan BLT aja saya kagak dapat , bukan saya aja hampir semua teman teman saya seprofesi supir taksi",0
"@fahiraidris Semangat bu @fahiraidris, salam buat ayahanda 🙏",0
HAHAHAHHAHA PUAS BGT YAA AKU JG KEMARIN BISA GITU https://t.co/nYV6GNgiid,0
Kapolri melaksanakan silaturahmi untuk moderasi beragama dan pandemi covid 19 #SilaturahmiKapolri https://t.co/eyWqI6LqZx,0
"Kalau ga ada covid nih, udah tak samperin satu2 buat wawancara",0
"Mohon ijin Jenderal, dikirimkan berita media online nasional tentang pemberitaan Polda NTB terkait Pemalsuan Hasil Rapid Tes Anti Gen, pada hari Sabtu tgl 30 Januari 2021;  https://t.co/iWGGWZouwE  Dum. Kabid Humas Polda NTB.",0
"Satgas Covid Jatim optimis pelaksanaan PPKM Jilid II yang berakhir 8 Februari mendatang dapat menekan angka penyebaran Covid-19 ""Gubernur Provinsi Jatim""",0
Menkes: Indonesia Masuk 40 Negara Pertama Lakukan Vaksinasi Corona https://t.co/Xa0EcUHFIk #Terbaru #berita #live #merdeka,0
Panglima Hadi Siapkan 9.176 Vaksinator Corona dari Anggota TNI https://t.co/M2K9zEyX2x #Terbaru #berita #live #merdeka,0
"Operasi Yustisi  dalam rangka Penegakan Protokol Kesehatan dan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM)  guna memutus penyebaran covid - 19 oleh Gabungan Personil Polsek Grogol dan TNI Koramil Grogol dipimpin Kanit Binmas Ipda Joko Sutarto, S. Sos di wilayah Kec. Grogol https://t.co/ermOfickmF",0
Menkes: Indonesia masuk 40 negara pertama lakukan vaksinasi COVID-19 https://t.co/Opl0bAnWwk https://t.co/4spTn1FLtL,0
#SilaturahmiKapolri ke Muhammadiyah membahas Moderasi Beragama dan Pandemi Covid. https://t.co/BDUptyaHRw,0
"Semoga Allah SWT menjauhkan penyakit covid dari keluarga kita, 😇 https://t.co/UQwoAmGl7Y",0
@BachGinan ko saya malah nyesek ya ndengernya... bukan apa2... seandainya yg bicara itu posisinya sbg presiden... heeh... nasiib...,0
menunggu si ayb bgst https://t.co/RL95b4BwSQ,0
apa sih yg bisa dibanggain dr Jokowi? https://t.co/JCGhBNbxon,0
makan tuh kebal https://t.co/crVssuIhOV,0
😁 https://t.co/eiuDoCD8Md https://t.co/wU8CXIc8gz,0
Hadi menyoroti penambahan kasus harian Covid-19 yang terus meningkat dari waktu ke waktu. https://t.co/sxlvrGflaq,0
"5,725 kes harini dah macam gaji boss awak yang selalu datang office jenguk jenguk orang, gegar gegar mesin fotostat, habiskan air coway lepastu petang balik.",0
"https://t.co/IXeDeRsCNW Kongsi Video Mesra, Ayda Jebat Dedah Suami Suka Cium Ketiak https://t.co/7L07TE8TT8",0
Membina lebih banyak hospital tidak akan menyelesaikan masalah Covid-19 jika orang ramai tidak mengubah tingkah laku. #FMTNews #Covid19 https://t.co/3WhWvHsJRd,0
#SilaturahmiKapolri ke PBNU untuk mensukseskan Program Polri penguatan Moderasi Beragama Menuju Polri Presisi  https://t.co/toiMwfaYD8 https://t.co/CHzyaXjO2Q,0
"Halo SobatEH,  Bagaimana kabar kalian? Semoga selalu dalam keadaan sehat ya.  Bagi kalian yang telah bergabung bersama kami, jangan lewatkan ""KUMBANG"" yang akan dilaksanakan pada:  📅 : Minggu, 31 Januari 2021 🕖 : 08.00 WITA 📍 : Kantor Kwarda SulSel https://t.co/wUK063F2Ay",0
"Kunjungan kerja sekaligus #SilaturahmiKapolri ini adalah bentuk upaya Polri dalam mensinergikan instansi Polri dengan para tokoh agama, untuk kedepannya dapat bersama sama menjaga dan memelihara kamtibmas dalam Moderasi Beragama Menuju Polri Presisi  @reskrimsusjtg @jorosima1 https://t.co/2AtLaftSKV",0
"Sungguhpun PKP kali ini,peniaga boleh berniaga,kita tahu perniagaan mereka cukup terjejas.Pendapatan keluarga di PPR turut menerima kesan.Demi terus membantu mereka,kesemua penyewa rumah murah dbkl,ppj,PL dan penyewa premis niaga DI BERIKAN DISKAUN 50% ,Januari hingga Mac 2021 https://t.co/ll0FHhwnVK",0
"#SilaturahmiKapolri Ke PBNU dalam rangka mensinergikan program-program yang akan Polrilaksanakan ke depan, meningkatkan sinergi dengan ulama di dalam melaksanakan program-program pemeliharaan kamtibmas (Keamanan dan ketertiban masyarakat) menuju Polri Presisi. https://t.co/w2LMwxwujI",0
"Masyarakat terkonfirmasi virus covid 19 harus kita beri semangat,sehingga lekas sembuh dan bisa beraktifitas kembali. Tracking dilaksanakan oleh bidan desa, pemdes dan babinsa. https://t.co/MemlL8pJlp",0
"Kerajaan sedang menggubal ordinan #Darurat untuk meningkatkan kompaun terhadap pesalah yang melanggar arahan Perintah Kawalan Pergerakan (PKP) - Menteri Kanan Pertahanan, Datuk Seri @IsmailSabri60  #HapusCOVID19 #DisiplinMalaysia https://t.co/W4xDHLxKaL",0
@PKSbicara Terima kasih banyak Sahabatku atas doanya 🙏 salam hormat untuk seluruh keluarga ya...,0
Ini kan presiden kita?? https://t.co/LDwqEhus9Y,0
Sudah terjadiii disekitar gueee lol https://t.co/GkxpS554Zg,0
@jaaaaakk Dan terjadi lagi kisah lama yang terulang kembali,0
"Emangnya di wisma atlet ada apaan sih kok kayaknya pada pengen disana?? 

Oke gua kudet. https://t.co/rFKnAExIba",0
jiahahahha ada temen ada. https://t.co/ySzdiG1YTy,0
Malu bgt https://t.co/zAYJNHCojx,0
"Meski di tengah Pandemi covid-19, iklim investasi Jatim tumbuh mencapai 33,8% ""Gubernur Jawa Timur""",0
Banyak orang kek gini ehh sebulan kemudian masuk grup WA yg sama dgnku alumni tempat isolasi covid https://t.co/TxrD2bVhcZ,0
Gajelas https://t.co/HUvYwTBBqH,0
alahhh palingan dianya yg positif tp sok sokan nanyain buat temennya😌😌 https://t.co/Drc8OatH6n,0
Sudah kejadian. Tp tentu saja ak tidak jahat 😎 https://t.co/V54ZWE32x7,0
@jaaaaakk Coming soon tp beda kasus chakzzz,0
"Sungguh terharu njih Yai,, kaos singlet merk Swan ,,, dg jaket merah Indonesia bangetttt https://t.co/CgG93AvkzY",0
Pake alesan “temen gua positif” hmm mencurigakan jgn2 dia yg kena tp ga mau blg krn gengsi wkwkwkwk https://t.co/OgAi670fh5,0
"Pas gw positif ada tuh 1 orang yg emang dia ga percaya covid, gila apa gw lagi stress2nyA sempet2nya gitu gimana ga emosi hih 😑 https://t.co/PuuzpY1XBk https://t.co/dXzl9ZXCoQ",0
"Soal Akses Vaksin Covid-19 yang Adil, Menlu: Saya Minta Berhenti Politisasi  https://t.co/YlVaOqU9pO",0
"Brimob Batalyon C Pelopor Blusukan ,Bagikan Sembako Kepada Warga Kurang Mampu Yang Terdampak Covid-1 https://t.co/BVpM8Tk4Vm",0
#News: Menikah Saat Pandemi COVID-19 Ini Syaratnya https://t.co/BM7YBs9WcB | Depok News,0
Semoga lekas pulih🙏 https://t.co/qMidytuqoO,0
Ayo dukung pemerintah untuk menghentikan penyebaran covid 19 dengan selalu menggunakan masker. https://t.co/7gbKLEzBpa,0
Jujyur pas di lombok kulit tida terlalu belang karena kerja di ruangan dan berac dan covid. Saiki belang e pol-polan.  Kulit tangan insecure sama kulit kaki 😖,0
waspada penyebaran covid-19 . . #PoldaJatim #PolresMadiun #MadiunKabupaten #AKBPBagoesWibisono #lawancovid19 . @polisi_indonesia @alumni_akpol_ @rb460es @e_frestya @divisihumaspolri @humaspoldajatim @polisi_madiun https://t.co/JBLbi6r40C,0
"Yang pada positif Covid-19 terus isolasi mandiri di hotel, itu kira-kira pada bilang gak ya pas check-in? “Bray, saya positif covid nih, mau nginep disini 2 minggu. Ceritanya isoman”",0
"@Relawananies @Sat_Pinayungan Luar biasa, dari awal o Gub Anies punya metode tapi selalu dibully, mudah mudahan jadi pd ingat, dan Covid tdk hanya DKI jkt",0
TNI-POLRI Bersinergi Siap Amankan Dan Kawal Pendistribusian Vaksin Covid 19  https://t.co/mpDneyUZqu https://t.co/VS4vE0TAMk,0
"Setahun selama covid..sosmed yg paling sering gw buka..  1. Twitter 2. Tiktok 3. Instagram  Instagram sepertinya di era pandemi traffic jauh berkurang, mungkin karena minat orang bepergian juga berkurang.",0
kmrn pacar jg sempet ga percaya akhirnya kena sampe lil stressed out apaya gara2 2x swab masi positif dan alhamdulillah hari ini bngt udh negatif 🥲 https://t.co/BPA0qnf3bE,0
"Lonjakan Kasus Covid-19 Kian Tinggi, Penggunaan Masker Semakin Penting https://t.co/dn7OpTf8s9",0
"2/2/2021 ni genap 2 tahun aku jumpa syikin, kalau tak mesti kita dah jumpa lagi kin, tapi covid fucked up. 😔",0
@fahrifary @jaaaaakk Suka nih yg begini,0
@fahrifary @jaaaaakk Wkw seruu,0
Sobat ini fav bener murah banyak lagi 😭 gue beberapa kali doang tp adek gue getol bgt 😭 https://t.co/8ShEW778iQ,0
"@geloraco Kaya gini ngaku2 berhasil. 
Otaknya mungkin ada di udel",0
"DPRD Kota Yogyakarta Libur Sementara, Seorang Pegawainya Meninggal, Dicurigai Karena Covid-19 https://t.co/VhywQnZlV8",0
@geloraco Alhamdulillah  paling tidak blom juru kunci.....hahahaha,0
Pak @jokowi bagemana kek gini bisa dibilang sukses???!!! https://t.co/D2rIm2DjE7,0
